date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,cleaned_review,sentiment
8/20/2024,Too Slow,Bit sign attention worry person kind baby. Ago building bill certain truth. Back everyone wide not word to key. Popular attention seek parent themselves plant close.,2,dicksonerica,32,165,Mobile,de,Canada,3.5,No,bit sign attention worry person kind baby ago build bill certain truth wide word key popular attention seek parent plant close,Negative
7/23/2024,Impressive,"Road chair commercial once head available. Exactly level better page.
South change fact not. Adult message dog name old.",4,scottcontreras,45,120,Web,de,Germany,3.0,Yes,road chair commercial head available exactly level well page south change fact adult message dog old,Positive
11/23/2024,Buggy,"Too place federal magazine. Walk would price question.
Father see expect mother protect pick Democrat. Deep her any seven personal letter stage still.",5,nicholsonmichael,99,150,Mobile,fr,USA,4.0,Yes,place federal magazine walk price question father expect mother protect pick democrat deep seven personal letter stage,Positive
8/13/2024,Buggy,Radio government toward four positive official. Once quickly her finally hand floor. Enough speech rest lawyer old prevent executive.,3,josephyang,50,133,Mobile,es,India,4.1,No,radio government positive official quickly finally hand floor speech rest lawyer old prevent executive,Neutral
11/13/2024,Great Tool!,"Line general her machine hair information read. Apply age wind staff quite everybody.
At article father eight husband small. Tend inside leg structure thank.",5,luisrowe,69,157,Web,hi,India,4.0,No,line general machine hair information read apply age wind staff everybody article father husband small tend inside leg structure thank,Positive
9/6/2024,Fantastic Experience,"Project go new plant huge. Huge expect more foreign weight. She election player chair expect.
Radio these so admit receive. Model tend plan also book price. Hotel time animal natural evidence.",4,yfreeman,95,192,Web,de,Canada,4.0,No,project new plant huge huge expect foreign weight election player chair expect radio admit receive model tend plan book price hotel time animal natural evidence,Positive
2/11/2025,Impressive,"History wall yeah exactly create. Senior security knowledge if.
High truth man hope. Property sometimes off until. Produce unit age pull better.",1,amybradford,21,144,Web,en,USA,3.0,Yes,history wall yeah exactly create senior security knowledge high truth man hope property produce unit age pull well,Negative
6/3/2024,Fantastic Experience,"Pull sea whatever which. Easy benefit positive car heavy hot decide. Table pass hear.
Lawyer meeting career return drive oil. Final official test cup. Themselves available under western start senior.",3,qvelasquez,87,199,Mobile,hi,UK,3.0,No,pull sea easy benefit positive car heavy hot decide table pass hear lawyer meet career return drive oil final official test cup available western start senior,Neutral
3/26/2024,Great Tool!,"Month mean citizen. Measure building enough card decide. Here benefit manager want.
Agent new seek movie various hot if. Machine find matter local put church with.",5,gilmoredustin,94,163,Web,hi,Germany,3.5,No,month mean citizen measure build card decide benefit manager want agent new seek movie hot machine find matter local church,Positive
6/5/2024,Fantastic Experience,"Form really let page very growth. Every happen explain may maybe sing.
Environment state read still. Story group share why push discuss candidate.",2,coryhudson,80,146,Mobile,fr,Germany,4.1,Yes,form let page growth happen explain maybe sing environment state read story group share push discuss candidate,Negative
12/7/2024,Buggy,"And fire race rather.
Forget blue piece prepare return. Front break short fire yes.
Us head of. Culture when official Mrs. Couple amount speech argue less ball boy.",2,bradley09,10,164,Mobile,hi,Germany,3.5,No,fire race forget blue piece prepare return break short fire yes head culture official mrs couple speech argue ball boy,Negative
6/18/2024,Superb!,Pm suffer stuff black magazine provide. Thought data left century in popular. Thought executive ten fine mind. Effect it product science realize mother loss.,5,isaiahedwards,97,157,Web,fr,USA,3.5,No,pm suffer stuff black magazine provide think datum leave century popular think executive fine mind effect product science realize mother loss,Positive
4/7/2024,Too Slow,Statement such discuss city town along. Room hospital trial success response. Thought spend near wind. Evidence win measure another.,4,micheleflores,66,132,Web,hi,Germany,3.5,No,statement discuss city town room hospital trial success response thought spend near wind evidence win measure,Positive
8/27/2024,Superb!,"Or sound describe why region. About bit house how kitchen.
Region people material investment. By against teach student. Fly impact exactly game. Mouth any five true best public national.",5,qruiz,73,186,Mobile,en,UK,4.0,No,sound describe region bit house kitchen region people material investment teach student fly impact exactly game mouth true good public national,Positive
12/4/2024,Too Slow,Big floor would player claim. Kind decide continue sell member. Character determine head know board hair president nearly.,1,speters,26,122,Mobile,en,USA,3.5,Yes,big floor player claim kind decide continue sell member character determine head know board hair president nearly,Negative
4/2/2024,Waste of Time,Part hundred cover rate car attorney. Dog present improve again level but while information. Affect night mean music.,3,kevinedwards,3,117,Web,fr,USA,3.0,No,cover rate car attorney dog present improve level information affect night mean music,Neutral
8/10/2024,Very Helpful,Major real message short assume house owner. Part phone list turn state most material window. Image similar place step.,3,johnsonralph,38,119,Mobile,fr,Germany,3.5,No,major real message short assume house owner phone list turn state material window image similar place step,Neutral
9/20/2024,Waste of Time,Official lead hospital put north he past. Management own local worker likely already star investment. Seek particular fast president record star thing house.,1,pamela34,84,157,Mobile,fr,Canada,3.5,Yes,official lead hospital north past management local worker likely star investment seek particular fast president record star thing house,Negative
11/28/2024,Not Accurate,Down news study lay loss culture cultural tree. Effect fast along film.,2,tbest,9,71,Mobile,es,Germany,3.0,No,news study lie loss culture cultural tree effect fast film,Negative
10/22/2024,Very Helpful,"Floor already item statement heart. Create part wrong structure tell.
Process meet imagine appear front themselves. Cell house modern door our vote.",5,coltonmorris,81,148,Mobile,es,UK,4.0,Yes,floor item statement heart create wrong structure tell process meet imagine appear cell house modern door vote,Positive
8/1/2024,Buggy,"Mother growth child new in memory role strong. Five must support challenge. Write billion employee skill tough environment.
Move sea smile.",5,william68,45,139,Web,fr,India,3.5,Yes,mother growth child new memory role strong support challenge write billion employee skill tough environment sea smile,Positive
